Newly Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2018,,,,,
Data downloaded on 16-May-2023,,,,,
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Walworth County,South Dakota,46129,40.9,24.2,70.8
Floyd County,Texas,48153,40.9,17,91
Grant County,Oregon,41023,41.2,20.6,82.9
Real County,Texas,48385,41.4,14.8,95.6
Pondera County,Montana,30073,41.5,25.9,61.4
Antelope County,Nebraska,31003,41.5,28.5,56.9
Franklin County,Idaho,16041,41.7,24.1,65.2
Morris County,Kansas,20127,41.8,26.2,61.7
Gentry County,Missouri,29075,41.8,22.5,69.6
Madison County,Montana,30057,41.8,25.3,68.9
Benson County,North Dakota,38005,41.9,31.1,54.7
Sac County,Iowa,19161,42.2,24.3,67.1
Lincoln County,Colorado,8073,42.4,18.4,93.9
Brooks County,Texas,48047,42.4,16,114.8
Jim Hogg County,Texas,48247,42.4,13.1,102.7
Nantucket County,Massachusetts,25019,42.7,25.4,69.4
Bracken County,Kentucky,21023,43,22.4,71.7
Mineral County,Nevada,32021,43,24.8,73.4
Weston County,Wyoming,56045,43.3,30.4,60.5
Pepin County,Wisconsin,55091,43.5,17.3,91.9
Pratt County,Kansas,20151,43.6,29.2,62.1
Menominee County,Wisconsin,55078,43.6,32.2,58.5
Beaverhead County,Montana,30001,43.7,25.8,74.1
Wayne County,Nebraska,31179,43.7,32.7,56.6
Lander County,Nevada,32015,43.7,23.4,76
Winnebago County,Iowa,19189,43.8,25.7,71.4
Lake County,Minnesota,27075,43.8,25.3,75
Yoakum County,Texas,48501,43.9,12.9,124.5
San Juan County,Washington,53055,43.9,28.4,65.4
Lincoln County,Minnesota,27081,44,24.2,70.3
Stevens County,Minnesota,27149,44,27.2,67.6
Taylor County,Iowa,19173,44.1,24.3,71.5
Daviess County,Missouri,29061,44.2,24.3,74.8
Coal County,Oklahoma,40029,44.2,27.6,71.7
Huerfano County,Colorado,8055,44.3,25.1,73.7
Butler County,Nebraska,31023,44.4,30.7,62.4
Ellsworth County,Kansas,20053,44.6,27,67.7
Mercer County,North Dakota,38057,44.7,32.3,61.8
Ozark County,Missouri,29153,44.8,23.2,77.5
Sioux County,North Dakota,38085,44.8,27.1,67.3
Lemhi County,Idaho,16059,44.9,29.1,63.6
Conejos County,Colorado,8021,45.1,23,83.3
Aurora County,South Dakota,46003,45.1,23.9,73.3
Refugio County,Texas,48391,45.1,20.9,96
Trimble County,Kentucky,21223,45.2,18.3,93.8
Sharkey County,Mississippi,28125,45.2,24.3,84.5
Valdez-Cordova Census Area,Alaska,2261,45.3,28.6,68.3
Harper County,Kansas,20077,45.3,25.2,82.9
Luce County,Michigan,26095,45.4,17.1,138.2
Maries County,Missouri,29125,45.4,19.8,115.4
Powell County,Montana,30077,45.4,23.8,83.3
Van Buren County,Iowa,19177,45.5,22.6,80.2
Alleghany County,North Carolina,37005,45.6,20.4,108.2
Harney County,Oregon,41025,45.6,26.1,75.4
Morgan County,Utah,49029,45.6,25.8,72.9
Bailey County,Texas,48017,45.7,15.4,104.8
Keith County,Nebraska,31101,45.8,31.6,62.4
Hancock County,Iowa,19081,46,24.1,82.4
Clearwater County,Minnesota,27029,46,30.9,65
Clay County,Tennessee,47027,46,20.9,93.9
Sitka City and Borough,Alaska,2220,46.1,30,67.9
Calhoun County,Illinois,17013,46.1,19.4,96.8
Yuma County,Colorado,8125,46.2,26.7,70.9
Thomas County,Kansas,20193,46.2,27.6,70.7
Tensas Parish,Louisiana,22107,46.3,28.6,76.8
Moore County,Tennessee,47127,46.3,22.7,92
Crittenden County,Kentucky,21055,46.4,24.9,82.7
Emporia City,Virginia,51595,46.4,27.7,73.4
Stark County,Illinois,17175,46.6,13.3,107.1
Forest County,Wisconsin,55041,46.6,30.7,68.5
Garza County,Texas,48169,46.7,14.3,131.6
Miller County,Georgia,13201,47.1,23.6,97.7
Calhoun County,Georgia,13037,47.2,31,74.5
Cotton County,Oklahoma,40033,47.5,25.1,82.3
Haskell County,Texas,48207,47.7,20.4,108.6
Woods County,Oklahoma,40151,48,27.1,81.3
Pickett County,Tennessee,47137,48.2,21.1,88.6
Northwest Arctic Borough,Alaska,2188,48.4,31.4,69.6
Sherman County,Kansas,20181,48.5,28,81.8
Blaine County,Montana,30005,48.6,36,63.8
Mathews County,Virginia,51115,48.6,32.2,72.7
Nome Census Area,Alaska,2180,48.7,32.8,69.6
Treutlen County,Georgia,13283,48.7,26.6,93.7
Chattahoochee County,Georgia,13053,48.8,17.2,158.9
Wilkin County,Minnesota,27167,48.9,29,78
Bent County,Colorado,8011,49,21.5,98.3
Bon Homme County,South Dakota,46009,49,22.6,88.1
Kimble County,Texas,48267,49,21.6,97.3
Howard County,Missouri,29089,49.1,22.8,101.7
Ransom County,North Dakota,38073,49.2,30,75.3
Cloud County,Kansas,20029,49.4,31.6,72.5
Carbon County,Montana,30009,49.4,31.9,74
Lincoln County,Idaho,16063,49.5,26.6,87.4
Lafayette County,Arkansas,5073,49.7,34.2,70.9
Boise County,Idaho,16015,49.7,31.1,73.9
Union County,Indiana,18161,50,21,110.4
Ontonagon County,Michigan,26131,50.1,25.1,86.2
Valley County,Montana,30105,50.2,35.9,67.1
Montgomery County,Iowa,19137,50.3,29.1,83.2
Essex County,Vermont,50009,50.3,38,66.7
Lafayette County,Florida,12067,50.4,34.8,69.2
Colfax County,Nebraska,31037,50.4,34.3,72.9
Bacon County,Georgia,13005,50.5,27.2,92
Schoolcraft County,Michigan,26153,50.5,26.3,88.5
Rappahannock County,Virginia,51157,50.6,28,86.6
Edwards County,Illinois,17047,50.7,16.5,118.9
Benewah County,Idaho,16009,50.8,31.7,74.7
Greenwood County,Kansas,20073,51,31.9,76.2
Dewey County,South Dakota,46041,51,40,63.3
Kane County,Utah,49025,51,30.4,81.4
Mckenzie County,North Dakota,38053,51.2,35.6,71.5
Richardson County,Nebraska,31147,51.3,38.4,68.1
Woodruff County,Arkansas,5147,51.7,32.9,80
Scott County,Illinois,17171,51.9,22.8,105.6
Hamilton County,Illinois,17065,52.1,20.6,112.5
Guthrie County,Iowa,19077,52.1,31.4,82.3
Pulaski County,Illinois,17153,52.5,29.7,98.4
Knox County,Nebraska,31107,52.7,40.4,70.3
Yellow Medicine County,Minnesota,27173,52.8,30.5,83.6
Johnson County,Tennessee,47091,52.9,27.3,91.5
Anderson County,Kansas,20003,53.1,34.4,80.3
Prince of Wales-Hyder Censu,Alaska,2198,53.2,33.8,77.9
Dade County,Missouri,29057,53.3,27.6,105.2
Emery County,Utah,49015,53.4,36.7,73.4
Stewart County,Georgia,13259,53.7,28,138
Archuleta County,Colorado,8007,53.8,28,92.3
Greer County,Oklahoma,40055,53.8,21.7,133.6
Liberty County,Florida,12077,53.9,39.7,73.2
Gallatin County,Illinois,17059,54.1,19,118.7
Clay County,Iowa,19041,54.1,31.1,86.1
Cumberland County,Kentucky,21057,54.1,26.5,105.2
Carson County,Texas,48065,54.1,22.1,118.5
Jefferson County,Oklahoma,40067,54.3,26.9,101.9
Dallas County,Arkansas,5039,54.5,34.9,82.5
Prairie County,Arkansas,5117,54.5,33,92.3
Kingman County,Kansas,20095,54.6,35.3,80.8
Hickman County,Kentucky,21105,54.6,28.4,92.6
Pawnee County,Kansas,20145,54.7,33.4,81.1
Worth County,Iowa,19195,54.8,28.5,89.2
Gallatin County,Kentucky,21077,54.8,26.6,99
Lincoln County,Washington,53043,54.8,38.7,76
Hancock County,Tennessee,47067,54.9,20.7,109.9
Pope County,Minnesota,27121,55.4,33.8,82.3
Dimmit County,Texas,48127,55.4,20.6,125.6
Lucas County,Iowa,19117,55.5,32.9,92.6
Swisher County,Texas,48437,55.5,20.1,159.8
Chariton County,Missouri,29041,55.6,33.6,93
Walsh County,North Dakota,38099,55.8,38.6,77.1
Lake County,Oregon,41037,55.9,29.3,98.9
Tucker County,West Virginia,54093,55.9,30,98.5
Colfax County,New Mexico,35007,56,33.6,88.3
Quay County,New Mexico,35037,56,35.3,89
Hansford County,Texas,48195,56.1,18.1,123.3
Webster County,Kentucky,21233,56.2,31.2,88.8
Humboldt County,Iowa,19091,56.3,32.9,91.3
Turner County,South Dakota,46125,56.3,37.2,81.3
Pleasants County,West Virginia,54073,56.3,28.5,103.2
Clear Creek County,Colorado,8019,56.4,26.8,104.3
Henderson County,Illinois,17071,56.4,25.2,107.6
Russell County,Kansas,20167,56.4,35.3,85.6
Faribault County,Minnesota,27043,56.4,36.7,82.5
Jackson County,Minnesota,27063,56.4,31.7,89.2
Cheyenne County,Nebraska,31033,56.5,37.7,80.3
Ferry County,Washington,53019,56.5,36.3,86.5
Warren County,Georgia,13301,56.6,36.1,88.1
Holt County,Nebraska,31089,56.7,41.5,76.6
North Slope Borough,Alaska,2185,56.8,34.8,87.2
Falls Church City,Virginia,51610,56.8,32.5,97.9
Wallowa County,Oregon,41063,56.9,31,90.1
Cameron Parish,Louisiana,22023,57.1,28.8,102.7
Jefferson County,Montana,30043,57.7,34,92
Lake County,Colorado,8065,57.8,21.8,126.9
Phelps County,Nebraska,31137,57.9,38.4,86.9
Fall River County,South Dakota,46047,57.9,34.3,92.8
Charles Mix County,South Dakota,46023,58,31.5,101.3
Richland County,Montana,30083,58.4,38.9,83.8
Alexander County,Illinois,17003,58.5,31.1,110.9
Emmet County,Iowa,19063,58.8,30.7,100.6
Blaine County,Oklahoma,40011,59.2,40.2,85.9
San Miguel County,Colorado,8113,59.3,25.3,123.2
Lee County,Kentucky,21129,59.3,38.6,87
Covington City,Virginia,51580,59.3,25.4,131.3
Wilkinson County,Mississippi,28157,59.5,38.4,89.3
East Carroll Parish,Louisiana,22035,59.6,39.9,87.3
Platte County,Wyoming,56031,59.6,38.8,85
Lyon County,Iowa,19119,59.7,31.9,107.3
Roberts County,South Dakota,46109,59.7,39,91.6
Wolfe County,Kentucky,21237,59.8,36.9,92.8
Mclean County,North Dakota,38055,59.8,43.7,80.4
Putnam County,Illinois,17155,59.9,28.6,112.3
Watonwan County,Minnesota,27165,60,35.3,91.9
Webster County,Mississippi,28155,60,36.5,100
Butte County,South Dakota,46019,60,40.4,85.8
Winneshiek County,Iowa,19191,60.2,36.9,90.7
Duval County,Texas,48131,60.4,28.2,122.4
Greenlee County,Arizona,4011,60.5,29.2,117.1
Davis County,Iowa,19051,60.5,34.6,104.5
Winkler County,Texas,48495,60.6,17.8,156.2
Marion County,Kansas,20115,60.7,40.7,87.7
San Saba County,Texas,48411,60.8,23.8,156.2
Williamsburg City,Virginia,51830,61.2,39.8,96.6
Marshall County,Minnesota,27089,61.3,37.1,92.8
Pennington County,Minnesota,27113,61.3,40.2,86.1
Greene County,Iowa,19073,61.4,34.8,104.6
Park County,Montana,30067,61.4,39.8,94.2
Mcculloch County,Texas,48307,61.4,24.7,145.7
Lyon County,Kentucky,21143,61.8,30.2,106.9
Ward County,Texas,48475,61.8,25.2,139.6
Chicot County,Arkansas,5017,61.9,41.2,91.9
Livingston County,Kentucky,21139,61.9,35.8,102.6
Pembina County,North Dakota,38067,61.9,40.7,88.4
Brown County,Kansas,20013,62,43.1,85.1
Pecos County,Texas,48371,62,27.3,125.1
Gunnison County,Colorado,8051,62.1,31.4,118.9
Schley County,Georgia,13249,62.1,26.7,124.8
Floyd County,Virginia,51063,62.2,35.8,103.7
Caribou County,Idaho,16029,62.4,37.2,96.8
Washakie County,Wyoming,56043,62.4,40.6,88.1
Thurston County,Nebraska,31173,62.5,48.2,77.4
Franklin City,Virginia,51620,62.5,40.8,88.9
Major County,Oklahoma,40093,62.6,37.2,99.9
Johnston County,Oklahoma,40069,62.7,41.4,93
Andrew County,Missouri,29003,62.8,35.4,105.2
Mclean County,Kentucky,21149,62.9,37.1,98.6
Montgomery County,Missouri,29139,62.9,30.7,122.9
Hamilton County,Nebraska,31081,63,44.8,84.7
Adair County,Iowa,19001,63.1,37,103.4
Shannon County,Missouri,29203,63.3,31.4,115.8
Surry County,Virginia,51181,63.3,40.6,92
Hyde County,North Carolina,37095,63.5,35,105.2
Monroe County,Iowa,19135,63.6,31.7,116.2
King And Queen County,Virginia,51097,63.8,38.5,108.9
Stone County,Arkansas,5137,63.9,40.8,101.7
Baraga County,Michigan,26013,63.9,33.9,136.5
Barton County,Missouri,29011,64,32.3,132.6
Merrick County,Nebraska,31121,64,45.2,88.2
Love County,Oklahoma,40085,64.2,33.9,114
Talbot County,Georgia,13263,64.3,40.5,93.7
Clark County,Missouri,29045,64.3,31.2,111.3
Hamilton County,Iowa,19079,64.7,36.9,108.7
Pitkin County,Colorado,8097,64.8,31.7,116.4
Richmond County,Virginia,51159,64.8,45.5,93.1
Lexington City,Virginia,51678,65,16.3,174.5
Calhoun County,Iowa,19025,65.1,36.5,111.5
Taylor County,Georgia,13269,65.2,39.3,111.1
Lincoln County,Georgia,13181,65.3,43.5,90.7
Graham County,North Carolina,37075,65.3,31.3,122.5
Doniphan County,Kansas,20043,65.5,34.9,113.3
Harrison County,Missouri,29081,65.5,40.7,97.4
Dawson County,Montana,30021,65.5,43,94.7
Hancock County,Kentucky,21091,65.9,37.4,106.8
Stewart County,Tennessee,47161,65.9,29.6,128.5
Buena Vista City,Virginia,51530,65.9,23,156.8
Morrow County,Oregon,41049,66.1,34.5,120.2
Carbon County,Wyoming,56007,66.1,45.2,91.8
Haskell County,Oklahoma,40061,66.3,42.5,98.1
Hardeman County,Texas,48197,66.3,35,111.1
Randolph County,Georgia,13243,66.4,43.1,96.5
Clay County,Kansas,20027,66.4,43,95.4
Louisa County,Iowa,19115,66.5,38.8,115.1
Mills County,Iowa,19129,66.8,39.7,101.7
Camden County,North Carolina,37029,66.8,37.9,115.7
Stillwater County,Montana,30095,66.9,41.7,102.2
Clay County,South Dakota,46027,67,42.9,96.7
Monroe County,Arkansas,5095,67.3,40.9,119.1
Todd County,South Dakota,46121,67.4,54.3,82.4
Metcalfe County,Kentucky,21169,67.5,34.5,123.2
Atkinson County,Georgia,13003,67.6,34.2,116.8
Palo Alto County,Iowa,19147,67.6,36.8,113.3
Quitman County,Mississippi,28119,67.6,44.3,99.6
Johnson County,Georgia,13167,67.7,46.4,99.6
Cumberland County,Virginia,51049,67.7,46.6,95.1
Pendleton County,West Virginia,54071,67.8,39.3,113.9
Calhoun County,West Virginia,54013,67.9,32.8,125.5
Grand County,Colorado,8049,68,35.2,118.4
Traill County,North Dakota,38097,68,43.6,103.8
Kiowa County,Oklahoma,40075,68,38.4,118.2
Macon County,Missouri,29121,68.3,42.9,101.1
Marshall County,Kansas,20117,68.5,48,94.4
Swift County,Minnesota,27151,68.5,42.4,105
Goliad County,Texas,48175,68.5,32.8,129.9
Dawson County,Texas,48115,68.6,27.8,174.3
Rosebud County,Montana,30087,68.7,52.3,90.3
Roosevelt County,New Mexico,35041,69,42.3,107.4
Brown County,Illinois,17009,69.1,20.8,165
Custer County,Nebraska,31041,69.1,51.7,92
Keokuk County,Iowa,19107,69.2,39.9,110
Caldwell County,Missouri,29025,69.2,34.8,125.6
Galax City,Virginia,51640,69.2,27.6,143.7
Carroll County,Missouri,29033,69.5,40.4,108.2
Mountrail County,North Dakota,38061,69.5,49.7,91.3
Fulton County,Arkansas,5049,69.6,40.3,109
Rice County,Kansas,20159,69.8,46,104.1
Bradley County,Arkansas,5011,70.1,46.4,99.9
Park County,Colorado,8093,70.1,41.1,112.7
Millard County,Utah,49027,70.1,48.2,95.6
Rio Grande County,Colorado,8105,70.4,37.5,117.3
Pocahontas County,West Virginia,54075,70.4,42.2,109.9
Bayfield County,Wisconsin,55007,70.6,47.5,101.5
Hamilton County,Texas,48193,70.7,35.6,125.2
Torrance County,New Mexico,35057,70.8,35.7,126.4
Goshen County,Wyoming,56015,70.8,47.7,101.9
St. Clair County,Missouri,29185,70.9,37.2,121.4
Tillman County,Oklahoma,40141,71,40.3,119
Coffey County,Kansas,20031,71.1,46.7,98.8
Lake County,South Dakota,46079,71.1,43.8,110.4
Jefferson County,Mississippi,28063,71.2,46.2,99.4
Evans County,Georgia,13109,71.4,40.5,142.6
Douglas County,Missouri,29067,71.4,36.3,126.8
Comanche County,Texas,48093,71.4,33.9,150.4
Greene County,Virginia,51079,71.5,42.4,120.4
Prowers County,Colorado,8099,71.7,39.1,117.4
Barnes County,North Dakota,38003,71.7,49.8,100.9
Ochiltree County,Texas,48357,71.8,23,210.3
Warren County,Indiana,18171,71.9,40.7,127.1
Shelby County,Iowa,19165,71.9,45.3,107.1
Sierra County,New Mexico,35051,71.9,44.7,106
Franklin County,Florida,12037,72,51,98.8
Cherokee County,Iowa,19035,72,42.3,116.4
Ritchie County,West Virginia,54085,72.1,44.9,114.9
Linn County,Kansas,20107,72.2,49,102.6
Clay County,West Virginia,54015,72.2,38.1,129.2
Chickasaw County,Iowa,19037,72.3,44,115.6
Rusk County,Wisconsin,55107,72.3,34.1,131.1
Mitchell County,Iowa,19131,72.4,40.7,117.9
Montgomery County,Arkansas,5097,72.6,41.3,119.3
Washington County,Idaho,16087,72.7,47.1,110.1
Houston County,Tennessee,47083,72.8,34.4,134.2
Fergus County,Montana,30027,73,45.8,114.1
Box Butte County,Nebraska,31013,73.2,53.5,99.9
Ballard County,Kentucky,21007,73.4,42.3,115.7
Bland County,Virginia,51021,73.5,26,154.9
Somervell County,Texas,48425,73.6,27.9,149.2
Lake County,Michigan,26085,74.1,45.7,119.1
Alamosa County,Colorado,8003,74.2,41.4,115.7
Red Willow County,Nebraska,31145,74.2,53.7,97.7
Jackson County,Tennessee,47087,74.2,40.5,123.2
Forest County,Pennsylvania,42053,74.4,30.9,177.7
Kodiak Island Borough,Alaska,2150,74.5,50.1,110.1
St. Helena Parish,Louisiana,22091,74.5,48.4,107.5
Atoka County,Oklahoma,40005,74.5,46,118.5
Ramsey County,North Dakota,38071,74.8,56.9,96.6
Clay County,North Carolina,37043,74.9,39.9,129.9
Poweshiek County,Iowa,19157,75,44.2,123.8
Clarke County,Virginia,51043,75.1,39.8,125.7
Newton County,Arkansas,5101,75.5,42.5,124.7
Power County,Idaho,16077,75.8,43.5,118.2
Fremont County,Idaho,16043,75.9,45.9,117.2
Ste. Genevieve County,Missouri,29186,75.9,39.2,141.2
Jack County,Texas,48237,76.2,31,162.9
Routt County,Colorado,8107,76.4,43.8,127.4
Monona County,Iowa,19133,76.6,42,126.4
Moniteau County,Missouri,29135,76.6,35.4,147.6
Ashland County,Wisconsin,55003,76.6,51.6,114.8
Terrell County,Georgia,13273,76.7,46.5,133
Larue County,Kentucky,21123,76.8,45,124.3
Cottonwood County,Minnesota,27033,77.1,50,113.4
Union County,South Dakota,46127,77.3,49,116
Madison County,Arkansas,5087,77.5,46.9,120.7
Grundy County,Iowa,19075,77.6,46.4,130.7
Cass County,Illinois,17017,77.7,28.9,172.2
Alger County,Michigan,26003,77.7,37.3,161.5
Sanders County,Montana,30089,77.8,53.1,109
Clearwater County,Idaho,16035,77.9,52.6,110.4
Franklin County,Iowa,19069,77.9,48.3,117.5
Catahoula Parish,Louisiana,22025,77.9,42.1,144.8
Pushmataha County,Oklahoma,40127,77.9,50.6,118
Monroe County,Kentucky,21171,78,42.4,135.8
Butler County,Kentucky,21031,78.2,39.5,144.1
Bethel Census Area,Alaska,2050,78.3,52.7,110.4
Cedar County,Missouri,29039,78.3,35.5,184.7
Morgan County,Missouri,29141,78.6,46.2,130.5
Lee County,Arkansas,5077,78.7,53.6,120.4
Clay County,Arkansas,5021,78.8,45.1,125.8
Lynn County,Texas,48305,78.8,31.1,146.5
Los Alamos County,New Mexico,35028,78.9,50.6,116.9
Bleckley County,Georgia,13023,79.1,49.8,124.7
Allamakee County,Iowa,19005,79.2,48.4,119.4
Todd County,Kentucky,21219,79.2,48.2,123
Grundy County,Missouri,29079,79.6,42.6,133.7
Charles City County,Virginia,51036,79.6,44.8,136.9
Humphreys County,Mississippi,28053,79.8,46.3,140.4
Monroe County,Missouri,29137,79.8,40.8,132.8
Parmer County,Texas,48369,79.9,26.5,177.4
Gasconade County,Missouri,29073,80.1,40.5,144.1
Menifee County,Kentucky,21165,80.5,45.8,129.8
Trousdale County,Tennessee,47169,80.5,33,190.6
Colusa County,California,6011,80.6,33.1,189.4
Humboldt County,Nevada,32013,80.6,45.1,132.4
Wheeler County,Georgia,13309,80.7,41.8,148.6
Meigs County,Tennessee,47121,80.9,43.5,127.3
Hickory County,Missouri,29085,81,34.8,156.6
Northumberland County,Virginia,51133,81,55.6,109.8
Crawford County,Iowa,19047,81.1,49.8,130.5
Madison County,Iowa,19121,81.1,49.8,127
Mercer County,Kentucky,21167,81.1,44.8,147.4
Fillmore County,Minnesota,27045,81.2,52.9,117.4
Skamania County,Washington,53059,81.2,58.6,112.2
Perry County,Alabama,1105,81.4,57.3,110.8
Fulton County,Indiana,18049,81.4,42.2,139.3
Houston County,Minnesota,27055,81.4,51.1,121.8
Red River Parish,Louisiana,22081,81.6,47.7,130.7
Bollinger County,Missouri,29017,81.9,44.4,143.5
Wadena County,Minnesota,27159,82,51.6,121.9
Noxubee County,Mississippi,28103,82,54.7,122
Richland County,North Dakota,38077,82.1,58.9,112.2
Childress County,Texas,48075,82.1,18.4,207.4
Ford County,Illinois,17053,82.4,34.6,170
Crawford County,Indiana,18025,82.5,42.4,141
Floyd County,Iowa,19067,82.5,51.2,122.9
Cooper County,Missouri,29053,82.5,40.8,172.4
Cedar County,Iowa,19031,82.6,49.5,133.7
Price County,Wisconsin,55099,82.6,52.3,124.7
Arenac County,Michigan,26011,82.8,46.2,134.5
Tama County,Iowa,19171,83,52.6,125.7
Wright County,Iowa,19197,83,54.9,119.4
Little River County,Arkansas,5081,83.2,52,138.1
Stephens County,Texas,48429,83.2,35.8,179.3
Morgan County,Colorado,8087,83.3,52.6,121.2
Deer Lodge County,Montana,30023,83.6,47.1,137.8
Lincoln County,Arkansas,5079,83.7,46.7,167.3
Mackinac County,Michigan,26097,83.7,51,134.2
York County,Nebraska,31185,83.7,62.9,108.1
Runnels County,Texas,48399,83.7,36.2,186.9
Iron County,Michigan,26071,83.8,35.4,158.3
Koochiching County,Minnesota,27071,83.8,51,131.1
Hood River County,Oregon,41027,83.9,44.9,158.5
Allendale County,South Carolina,45005,83.9,58.6,115.8
Morgan County,Kentucky,21175,84.2,52.4,133.1
Lewis County,Missouri,29111,84.2,47.3,138.7
Mason County,Illinois,17125,84.3,35.3,156.8
Hancock County,Georgia,13141,84.4,49.6,155
Wilkinson County,Georgia,13319,84.4,46.4,147.6
Alcona County,Michigan,26001,84.4,39.3,154.4
Cannon County,Tennessee,47015,84.4,43.5,154.3
Custer County,South Dakota,46033,84.5,55.9,126.7
Cleburne County,Alabama,1029,84.7,44.5,147.3
Claiborne County,Mississippi,28021,84.7,50,139.4
Mono County,California,6051,84.8,29.4,222.4
Coleman County,Texas,48083,85,36.5,177.7
Hughes County,South Dakota,46065,85.1,55.3,128.5
Ketchikan Gateway Borough,Alaska,2130,85.6,59.3,121
Boundary County,Idaho,16021,85.6,49.5,143
Obrien County,Iowa,19141,85.6,42.7,141.1
Cleveland County,Arkansas,5025,85.9,52.2,134.1
Oscoda County,Michigan,26135,86.3,42.8,151.4
Dekalb County,Missouri,29063,86.5,46.6,152.1
Sussex County,Virginia,51183,86.5,56.7,126.4
Spencer County,Indiana,18147,86.7,51.1,136.7
Renville County,Minnesota,27129,86.7,58.8,119.8
Presidio County,Texas,48377,86.9,33.7,168.4
Nevada County,Arkansas,5099,87.1,49.3,158.3
Nodaway County,Missouri,29147,87.3,51.4,135
Buena Vista County,Iowa,19021,87.4,58.3,131.7
Holmes County,Ohio,39075,87.5,43.7,162
Live Oak County,Texas,48297,87.5,28.7,279.3
Iowa County,Iowa,19095,87.7,53.9,131.9
Leslie County,Kentucky,21131,87.8,56.1,129.1
Clinton County,Kentucky,21053,88.1,50.3,143.2
Lincoln County,New Mexico,35027,88.1,58.5,128.4
Saline County,Nebraska,31151,88.2,64.2,117.8
Modoc County,California,6049,88.3,31.8,175.5
Zapata County,Texas,48505,88.5,24,254
Oregon County,Missouri,29149,88.6,47.3,159.9
Seward County,Nebraska,31159,88.6,66.1,117.6
Montmorency County,Michigan,26119,88.7,46.4,159.3
Seminole County,Georgia,13253,88.8,46.8,158.9
Nelson County,Virginia,51125,88.8,56,135.4
Roseau County,Minnesota,27135,88.9,60.1,123.3
Latimer County,Oklahoma,40077,89,56,137.6
Archer County,Texas,48009,89.2,40.3,161.2
Choctaw County,Mississippi,28019,89.3,55.7,142.8
Green County,Kentucky,21087,89.6,55,149.5
Mahaska County,Iowa,19123,89.9,53.8,141.7
Simpson County,Kentucky,21213,89.9,52.8,142.3
Washita County,Oklahoma,40149,90.1,53.3,144.5
Duchesne County,Utah,49013,90.3,68.5,119.2
Clay County,Alabama,1027,90.4,54.4,138.9
Wilson County,Kansas,20205,90.4,61.1,127.1
Fleming County,Kentucky,21069,90.4,60.8,133.4
Scott County,Arkansas,5127,90.6,43,162.3
Hill County,Montana,30041,90.7,66.9,117
Perquimans County,North Carolina,37143,90.7,59.1,138.9
Monroe County,Ohio,39111,90.7,58.8,131.6
Pendleton County,Kentucky,21191,90.8,45.6,160.8
Franklin County,Mississippi,28037,90.9,54.5,146.4
Aitkin County,Minnesota,27001,91,64.3,127.5
Carroll County,Arkansas,5015,91.1,55.5,139.1
Towns County,Georgia,13281,91.2,46.1,169
Brown County,Indiana,18013,91.2,49.4,147.2
Jefferson Davis County,Mississippi,28065,91.6,61.3,129
Lowndes County,Alabama,1085,91.7,63.9,126.2
Madison County,North Carolina,37115,91.9,38.3,191.2
Montgomery County,Mississippi,28097,92.1,60.7,139
Dallas County,Missouri,29059,92.1,47.7,163
Mccormick County,South Carolina,45065,92.5,65.5,125.3
Big Horn County,Wyoming,56003,92.6,65.3,126.9
Sequatchie County,Tennessee,47153,92.7,51.6,151.3
Mississippi County,Missouri,29133,93,63.6,131.8
Garrard County,Kentucky,21079,93.4,39.1,184.4
Brewster County,Texas,48043,93.4,23.7,232.7
Radford City,Virginia,51750,93.4,41.7,197.7
Harrison County,Kentucky,21097,93.5,45.6,166
Atchison County,Kansas,20005,93.6,64.8,132.4
Redwood County,Minnesota,27127,93.6,67.4,123.4
Carroll County,Kentucky,21041,93.7,40.6,172.6
Green Lake County,Wisconsin,55047,93.7,47.6,170.5
Moffat County,Colorado,8081,93.9,47.7,165.2
Benton County,Mississippi,28009,93.9,49.7,181.1
Lawrence County,Mississippi,28077,93.9,66.3,132.3
Wasatch County,Utah,49051,93.9,68.6,128.7
Chester County,Tennessee,47023,94,57.7,147.2
Tyler County,West Virginia,54095,94.1,42,173.1
Crawford County,Wisconsin,55023,94.2,48.6,161.1
Converse County,Wyoming,56009,94.2,64.9,130.8
Madison County,Texas,48313,94.4,48.7,189.7
Okfuskee County,Oklahoma,40107,94.5,59.9,156.7
Lanier County,Georgia,13173,94.6,53.8,181.8
Edmonson County,Kentucky,21061,94.6,53.2,158.1
Chaffee County,Colorado,8015,94.9,53.1,146.7
Bath County,Kentucky,21011,94.9,61.6,141.7
Noble County,Ohio,39121,94.9,60.5,148.8
Mercer County,Illinois,17131,95.1,36.3,188.6
Rush County,Indiana,18139,95.2,45,166.4
Hancock County,Illinois,17067,95.5,49.5,177.8
Sibley County,Minnesota,27143,95.7,62.7,137.6
Desha County,Arkansas,5041,95.8,58.4,151.5
Clayton County,Iowa,19043,95.8,60.8,146.4
Jackson County,Kansas,20085,95.8,70.2,127
Washington County,Nebraska,31177,95.8,68.8,130.7
Marion County,Texas,48315,96.2,53.7,175.4
Coosa County,Alabama,1037,96.3,55.7,161
Wilkes County,Georgia,13317,96.3,65.1,141.5
Mariposa County,California,6043,96.4,49.5,164.3
Murray County,Oklahoma,40099,96.4,59,151.8
Union County,Kentucky,21225,96.5,52.8,173.3
