State,County,CountyFIPS,Diagnosed,Obesity,PhysicalInactivity,Population_Aged_65_or_Older,Population_Below_Poverty,Population_Children_in_Poverty,Population_Enrolled_in_Free_or_Reduced_Lunch,Population_Food_Insecurity,Population_Minority,Population_No_Health_Insurance,Population_No_High_School_Diploma,Number_of_Primary_Care_Physicians,Newly_Diagnosed,Crowding,Unemployed,Severe_Housing_Cost_Burden,Overall_Household_Composition_&_Disability,Overall_Housing_Type_&_Transportation
Texas,Swisher County,53009.0,7855.0,16852.8,10866.4,0.4817,0.8541,27.2,72.175597159,17.8,0.8933,20.2,0.9678,1.0,448.8,0.9351,0.6697,9.5972579263,0.9698,0.7211
Virginia,Rockbridge County,48361.0,7863.0,24979.0,18590.4,0.9166,0.428,15.9,42.185592186,11.2,0.2518,8.4,0.5772,18.0,885.5,0.0567,0.5669,9.7746889362,0.1375,0.079
Virginia,Caroline County,46103.0,7863.2,23621.3,18506.1,0.2811,0.0936,13.9,52.38655067,7.3,0.7644,7.4,0.624,5.0,522.9,0.5498,0.4876,6.9269402066,0.305,0.3973
California,Kings County,42013.0,7873.1,30615.3,20644.8,0.0172,0.8153,17.8,70.50296359,13.4,0.958,7.5,0.964,55.0,714.6,0.979,0.8611,13.915458192,0.6068,0.9363
Mississippi,Greene County,17093.0,7904.8,26595.2,16794.7,0.1035,0.4799,23.0,77.037037037,19.5,0.666,15.9,0.921,84.43614372109570,651.8,0.8348,0.9054,8.1741573034,0.085,0.6867
Texas,Knox County,48257.0,7904.9,23501.9,18495.2,0.5215,0.4936,24.6,63.751584284,15.0,0.8128,16.8,0.8313,1.0,1159.9,0.7953,0.5006,4.3209876543,0.9787,0.198
Georgia,Toombs County,48183.0,7911.9,19445.9,14840.2,0.3098,0.8911,33.2,91.795609932,17.0,0.7982,18.3,0.8166,25.0,727.5,0.8911,0.9436,12.621779606,0.9363,0.9223
West Virginia,Grant County,29071.0,7920.0,26005.8,23181.9,0.8819,0.336,19.1,48.980852378,10.8,0.0322,7.7,0.8211,7.0,521.0,0.0567,0.4303,7.3815243503,0.3725,0.2213
Louisiana,East Carroll Parish,39119.0,7925.7,24056.0,19369.1,0.1366,0.999,50.9,83.47639485,24.7,0.9698,9.0,0.9889,3.0,554.4,0.9643,0.815,19.844082211,0.32,0.9946
Louisiana,Natchitoches Parish,1095.0,7931.9,23920.9,19974.2,0.2665,0.9847,31.6,57.516973812,19.7,0.8676,11.1,0.5772,20.0,831.6,0.078,0.9812,18.095907529,0.4712,0.8147
Kentucky,Boyd County,23003.0,7978.4,20035.7,16629.3,0.5441,0.7494,21.9,58.582487987,17.0,0.2264,6.0,0.4562,51.0,603.5,0.0981,0.8949,9.9330872174,0.8717,0.7657
Kansas,Gove County,39169.0,7983.9,25310.3,18106.4,0.9519,0.3,17.5,35.256410256,11.7,0.2372,12.2,0.2413,6.0,710.3,0.2203,0.0395,10.303030303,0.4425,0.0589
Mississippi,Tishomingo County,45043.0,7997.5,17964.3,13889.6,0.6851,0.6959,20.0,65.04691689,20.4,0.2264,13.7,0.8752,6.0,555.6,0.5801,0.9252,11.48,0.6495,0.4826
Ohio,Gallia County,41033.0,8008.3,20615.9,15110.9,0.4893,0.8643,21.8,50.966183575,17.6,0.2171,9.7,0.7829,27.0,548.9,0.4817,0.449,10.079941193,0.6406,0.7794
Illinois,Adams County,21037.0,8011.9,23013.8,16420.3,0.6428,0.3194,13.2,51.588159032,11.1,0.2843,4.7,0.1522,64.0,564.4,0.155,0.3634,9.0188080671,0.5594,0.3782
Mississippi,Lowndes County,34041.0,8022.7,26010.1,20979.7,0.2114,0.8541,25.8,75.309177696,16.8,0.8711,12.0,0.6129,27.0,554.4,0.3359,0.9054,14.535987153,0.5852,0.6562
Mississippi,Grenada County,36015.0,8030.8,22065.1,18225.3,0.3989,0.9105,30.3,75.872382851,18.8,0.8488,11.7,0.8475,9.0,642.9,0.6049,0.7232,16.698220371,0.9628,0.6008
Tennessee,Houston County,1115.0,8043.2,23273.7,18963.7,0.7666,0.5739,22.7,55.735294118,15.1,0.2716,9.5,0.928,2.0,783.7,0.1223,0.5481,9.8501872659,0.6804,0.368
Ohio,Adams County,48381.0,8045.6,22389.0,21014.8,0.3763,0.8675,28.7,55.730277186,19.0,0.0458,7.6,0.8714,12.0,674.1,0.3703,0.7481,12.16730038,0.9659,0.595
Kentucky,Estill County,53057.0,8082.6,27257.5,15673.8,0.5113,0.9812,28.8,70.00413736,21.5,0.015,6.5,0.9545,3.0,611.0,0.7065,0.9694,12.606013878,0.8876,0.6119
Virginia,Dinwiddie County,40145.0,8098.2,20263.0,16160.1,0.3451,0.3643,15.5,52.104899931,9.3,0.7838,9.8,0.7186,4.0,879.9,0.155,0.7347,9.3293293293,0.1608,0.2362
Virginia,Portsmouth City,17099.0,8125.5,25560.9,18046.7,0.1614,0.6643,24.4,77.425642506,11.2,0.9389,10.0,0.5224,53.0,935.1,0.4056,0.9054,19.034283775,0.6313,0.7469
Louisiana,Ouachita Parish,1043.0,8127.5,19567.5,18134.1,0.1503,0.8955,33.4,60.667124923,17.0,0.8169,9.6,0.5871,143.0,645.3,0.6313,0.6968,14.447170793,0.6463,0.9516
Michigan,Cass County,35031.0,8135.5,17924.8,12499.1,0.6679,0.3194,16.1,57.00489853,12.9,0.4441,6.2,0.4989,10.0,560.2,0.6622,0.6968,7.9205480802,0.7186,0.1633
Louisiana,Iberia Parish,37049.0,8135.9,21225.0,15825.0,0.1503,0.8395,33.9,59.347507331,16.3,0.8093,11.1,0.8844,35.0,754.7,0.8551,0.9411,12.708539727,0.8857,0.901
Mississippi,Jasper County,1051.0,8170.8,20063.6,14909.7,0.6113,0.8806,28.7,88.849241748,17.3,0.9048,13.1,0.7383,3.0,794.2,0.6313,0.5854,5.8622929523,0.9596,0.3451
Louisiana,Lafourche Parish,36009.0,8192.7,22034.2,17258.2,0.185,0.5602,18.7,57.487137828,14.4,0.6106,9.0,0.9182,47.0,603.1,0.5498,0.7232,10.92041443,0.68,0.6727
Virginia,Alleghany County,47119.0,8200.7,19700.0,18500.7,0.8711,0.7968,17.9,53.754940711,14.6,0.2958,6.5,0.624,7.0,635.7,0.1888,0.5172,9.1617933723,0.4626,0.4381
Illinois,Fayette County,18167.0,8213.6,25808.7,22335.6,0.5215,0.6997,18.6,54.928619986,13.1,0.2716,8.2,0.7424,3.0,718.9,0.4056,0.7347,8.9955627269,0.5021,0.4623
Kansas,Allen County,51179.0,8216.9,31019.8,16563.7,0.7109,0.6194,19.7,49.217002237,15.3,0.3308,5.1,0.2044,9.0,599.9,0.2203,0.3487,9.266802444,0.7453,0.4152
Indiana,Jefferson County,45059.0,8223.5,17154.5,15667.9,0.3664,0.5076,15.9,51.78529755,13.5,0.2426,7.2,0.3384,19.0,632.1,0.518,0.5854,9.454633988,0.54,0.5645
Virginia,Nottoway County,36069.0,8249.0,24629.9,17607.0,0.5441,0.7968,22.8,90.804020101,12.5,0.8513,13.0,0.8981,10.0,531.5,0.8711,0.2054,9.3014498211,0.8099,0.9748
Missouri,Pemiscot County,39145.0,8311.0,21262.9,17333.2,0.3098,0.9554,49.9,91.685686338,20.9,0.7065,12.9,0.921,5.0,621.1,0.6864,0.9309,17.760236803,0.993,0.6199
Montana,Petroleum County,26045.0,8324.9,27570.1,17335.0,0.6323,0.0997,29.3,61.403508772,8.8,0.008,8.6,0.0,84.43614372109570,651.1,0.3703,0.1245,8.1761006289,0.0649,0.0363
Alabama,Butler County,24015.0,8336.1,25994.5,20457.3,0.5928,0.886,30.8,79.844173442,16.5,0.8711,8.7,0.6753,5.0,511.6,0.4457,0.6968,10.831846927,0.9077,0.6259
Texas,Bandera County,36045.0,8374.0,29964.8,20328.1,0.9379,0.5127,21.3,51.036070606,16.0,0.5874,17.3,0.3996,5.0,642.3,0.6622,0.6207,9.0744320928,0.6001,0.3448
Kentucky,Powell County,37157.0,8385.2,18711.3,15810.0,0.2209,0.8484,30.6,69.090117545,18.1,0.0611,4.6,0.8313,1.0,664.8,0.8198,0.7347,10.239300506,0.8418,0.7927
Mississippi,Tippah County,18105.0,8386.4,27440.7,21588.3,0.2983,0.7777,20.9,73.131672598,19.1,0.603,12.3,0.9112,3.0,637.5,0.809,0.8051,10.650723026,0.9236,0.6068
Arkansas,Newton County,39007.0,8407.4,24373.1,20609.9,0.9089,0.4583,29.8,82.07306712,16.7,0.1802,5.0,0.7552,84.43614372109570,635.8,0.518,0.0487,14.182081973,0.5492,0.1506
Missouri,Mercer County,26017.0,8410.4,27567.5,18935.0,0.738,0.2427,17.6,49.525616698,11.9,0.0984,16.0,0.3626,1.0,668.9,0.518,0.0777,6.298600311,0.6246,0.4374
Alabama,St. Clair County,21029.0,8412.9,21361.2,14746.3,0.2811,0.3908,14.6,43.252067915,14.4,0.4479,8.5,0.666,14.0,574.8,0.1223,0.4691,8.7140898511,0.3088,0.2502
Texas,Wise County,1077.0,8418.8,21747.1,18022.4,0.1917,0.343,12.4,46.755214833,14.4,0.6049,17.9,0.6517,28.0,580.8,0.8198,0.4303,9.5235866717,0.6587,0.4903
North Carolina,Greene County,51800.0,8431.3,21672.0,15026.5,0.2273,0.9287,29.7,99.234516354,16.1,0.8946,16.6,0.9608,3.0,735.7,0.8348,0.9287,11.820572764,0.7972,0.9793
Illinois,Pike County,51177.0,8445.6,31825.3,21478.7,0.7109,0.4344,18.1,56.080234016,11.9,0.0745,4.9,0.4397,9.0,769.5,0.1888,0.4876,8.5145228216,0.78,0.2563
Texas,Concho County,47059.0,8453.3,18077.3,15193.1,0.4715,0.0592,20.9,68.764044944,13.0,0.9274,12.7,0.9965,1.0,736.8,0.0229,0.0194,7.6543209877,0.0121,0.4957
Mississippi,Quitman County,25015.0,8501.0,26544.7,21010.2,0.2891,0.9892,44.9,100.0,23.5,0.9733,17.4,0.9806,1.0,600.2,0.8456,0.9994,18.344774981,0.8924,0.8013
Texas,Coleman County,29097.0,8507.3,28733.6,21069.8,0.8895,0.7624,28.1,70.716009654,16.1,0.6068,23.2,0.7829,5.0,577.3,0.155,0.1611,9.0909090909,0.4862,0.1063
Arkansas,Sevier County,39141.0,8532.4,22500.6,18089.9,0.1541,0.8217,24.5,77.705223881,16.3,0.8214,16.8,0.958,8.0,672.3,0.9733,0.449,7.7581395349,0.3747,0.3432
West Virginia,Upshur County,34009.0,8572.7,21993.1,19141.6,0.6234,0.8153,22.8,50.797385621,13.8,0.0611,7.4,0.7186,15.0,567.3,0.3703,0.8341,10.730186999,0.5043,0.8669
Kentucky,Wolfe County,51019.0,8583.3,19053.0,10755.9,0.5635,0.9799,41.0,77.471636953,24.8,0.0057,2.3,0.9831,1.0,610.6,0.0981,0.9949,9.6455973694,0.9927,0.5606
Alabama,Montgomery County,29021.0,8611.3,22508.5,21119.9,0.1614,0.8124,28.4,69.815675693,15.0,0.9513,10.0,0.624,233.0,650.7,0.4457,0.7971,16.060574364,0.7641,0.7463
South Carolina,Darlington County,50007.0,8618.1,28214.0,16942.2,0.4616,0.8596,27.5,97.391046546,12.4,0.8488,10.3,0.7743,34.0,618.2,0.4817,0.965,12.975637578,0.8602,0.8341
Illinois,Washington County,27145.0,8644.0,33828.5,24010.6,0.6234,0.0882,9.1,36.206896552,8.0,0.0611,3.5,0.1907,2.0,563.9,0.518,0.2745,7.3025856045,0.1455,0.1716
Texas,Donley County,35049.0,8655.5,22258.0,17437.4,0.8711,0.5076,24.8,54.320987654,15.6,0.5476,14.1,0.4756,84.43614372109570,503.3,0.5801,0.0573,11.172305271,0.3878,0.5186
Missouri,Lewis County,6023.0,8682.6,24674.5,14965.1,0.5113,0.5471,18.1,43.835616438,14.6,0.2518,9.8,0.5495,2.0,561.5,0.6049,0.086,8.0933179724,0.3079,0.7771
Arkansas,Monroe County,26091.0,8683.6,25736.5,18084.3,0.8373,0.9567,36.5,100.0,19.9,0.8548,8.9,0.921,3.0,569.9,0.4457,0.7092,6.25,0.9777,0.4244
Kentucky,Floyd County,22063.0,8704.7,36519.8,30162.5,0.3989,0.9793,40.9,76.22055309,22.4,0.022,4.8,0.9628,20.0,806.2,0.6049,0.9662,14.866581957,0.7488,0.9048
Alabama,Clarke County,37045.0,8720.4,19293.6,15350.2,0.5928,0.9258,28.7,70.584894946,18.6,0.8644,9.7,0.8039,11.0,1088.8,0.4457,0.9831,11.38023369,0.6167,0.7345
South Dakota,Hyde County,48091.0,8761.8,27557.5,21029.1,0.9401,0.4723,16.3,29.875518672,9.2,0.4785,4.4,0.1831,84.43614372109570,733.4,0.3359,0.0433,4.0472175379,0.1003,0.1659
Virginia,Manassas Park City,19013.0,8773.9,30156.7,21100.1,0.0048,0.1675,11.4,66.263736264,5.0,0.9503,17.1,0.8405,84.43614372109570,694.8,0.809,0.6376,12.590006546,0.3493,0.2611
Alabama,Washington County,17091.0,8789.1,26281.7,18078.8,0.5215,0.8217,22.9,62.108479756,18.4,0.7443,9.4,0.8351,2.0,1009.5,0.7803,0.8675,6.4960987117,0.767,0.2566
Michigan,Clare County,27109.0,8800.4,30407.4,18929.0,0.8621,0.886,26.7,64.368932039,18.7,0.1324,11.3,0.6714,9.0,650.1,0.6622,0.9389,11.964649898,0.7345,0.674
Louisiana,Lasalle Parish,5031.0,8839.5,28234.2,23008.7,0.3897,0.8503,20.4,34.450301205,15.6,0.5199,10.1,0.9204,10.0,878.1,0.6313,0.2188,8.8339222615,0.7663,0.6039
Louisiana,Avoyelles Parish,36075.0,8840.1,33147.1,21932.2,0.32,0.8984,31.0,64.623816642,18.4,0.7434,8.3,0.9401,10.0,699.9,0.8551,0.7583,13.650472822,0.9392,0.9663
Alabama,Marengo County,51770.0,8885.0,26029.7,18718.0,0.5817,0.8446,30.2,67.700534759,17.3,0.9023,8.8,0.7112,7.0,679.8,0.078,0.9287,12.307222477,0.8048,0.4088
Oregon,Baker County,47009.0,8957.1,32458.8,25314.7,0.9312,0.5602,18.8,53.766105055,13.1,0.3206,8.4,0.3792,12.0,766.3,0.7249,0.8541,13.395088958,0.5836,0.9191
North Dakota,Ransom County,5125.0,8973.1,25091.3,22102.1,0.7666,0.0261,10.8,28.87975334,5.3,0.1429,3.4,0.1442,2.0,573.0,0.0172,0.0236,5.6422018349,0.5486,0.2798
Georgia,Houston County,13095.0,8980.4,22633.0,19745.9,0.071,0.5602,15.6,54.217266139,11.9,0.8297,11.6,0.2744,88.0,774.0,0.7803,0.7347,11.357959075,0.5852,0.4031
South Carolina,Barnwell County,48005.0,8998.1,23638.5,20260.2,0.3989,0.9363,33.7,100.0,16.5,0.8768,11.7,0.8064,4.0,776.6,0.7065,0.8341,15.502490103,0.9863,0.9758
Missouri,Dunklin County,18019.0,9012.1,29493.2,24695.6,0.4817,0.9481,29.8,86.153846154,20.1,0.553,15.6,0.9443,8.0,816.2,0.5801,0.7971,11.894005213,0.9962,0.6316
California,Del Norte County,4003.0,9013.2,28861.1,22744.5,0.3566,0.8643,23.4,66.134259259,15.8,0.7743,6.5,0.8112,16.0,632.5,0.9124,0.8541,15.861187992,0.6765,0.9968
Oklahoma,Pottawatomie County,36089.0,9028.9,29642.6,21696.2,0.2748,0.6032,22.1,61.894203358,15.2,0.6593,14.5,0.5183,25.0,719.8,0.6864,0.6207,9.6369161868,0.836,0.7826
Georgia,Laurens County,1083.0,9042.8,18198.2,17249.4,0.3664,0.943,31.0,88.736664795,16.9,0.8223,11.4,0.6517,41.0,748.7,0.6313,0.3838,14.83366435,0.788,0.7622
Kansas,Neosho County,36117.0,9063.3,25328.5,20883.3,0.5928,0.6815,19.9,59.109769898,16.4,0.3337,12.1,0.2305,10.0,695.6,0.518,0.2188,8.606557377,0.9784,0.6702
Texas,Howard County,47189.0,9067.7,26043.3,22156.9,0.0831,0.6395,17.8,52.832428765,15.5,0.8844,17.0,0.8714,10.0,852.2,0.8348,0.7092,8.7496549821,0.44,0.9557
Texas,Houston County,42081.0,9101.1,29107.2,17500.6,0.7666,0.914,27.7,69.972451791,17.9,0.7838,14.9,0.8379,4.0,627.4,0.7803,0.0573,12.879958784,0.758,0.958
Illinois,Kankakee County,54011.0,9134.1,25942.7,18845.6,0.2811,0.5006,17.3,55.114919238,11.1,0.666,5.2,0.4989,43.0,608.3,0.3703,0.5854,13.589795608,0.5221,0.7596
Ohio,Jackson County,5045.0,9187.9,29461.1,21631.1,0.3298,0.7723,21.7,52.516041878,17.8,0.0656,8.2,0.6804,13.0,729.9,0.6313,0.9487,10.478896104,0.9303,0.6578
Illinois,Mclean County,21059.0,9190.7,20841.7,18858.9,0.0732,0.486,9.8,35.945580396,9.5,0.5696,4.0,0.015,96.0,660.1,0.2604,0.1822,11.094527363,0.0271,0.6393
Texas,Parmer County,48367.0,9205.6,27441.8,20439.8,0.1035,0.6111,17.7,72.020725389,12.5,0.9513,19.9,0.9796,1.0,988.8,0.9885,0.0236,6.6958277254,0.609,0.5062
Indiana,Owen County,55131.0,9221.2,28364.7,16555.1,0.5352,0.5962,17.0,52.653748947,14.7,0.0497,10.9,0.6472,2.0,588.7,0.7065,0.5006,8.6054827175,0.446,0.242
Texas,Hopkins County,22015.0,9229.8,32340.5,24934.9,0.4817,0.6443,18.9,60.256965497,15.5,0.6495,18.5,0.7147,11.0,770.3,0.8787,0.3487,11.022638564,0.8392,0.4483
Mississippi,Walthall County,13115.0,9237.7,20685.6,23048.6,0.5635,0.9529,36.3,100.0,19.2,0.866,16.3,0.8313,6.0,832.4,0.8711,0.6207,18.372703412,0.9599,0.4403
Alabama,Perry County,51740.0,9256.4,28428.2,18723.0,0.5521,0.9971,44.2,90.492359932,20.1,0.9682,9.3,0.9013,3.0,802.2,0.6864,0.9732,11.571737563,0.9561,0.994
Kentucky,Clay County,39003.0,9262.4,26094.1,19952.3,0.1687,0.9933,47.5,74.992272025,24.7,0.2518,7.1,0.9955,7.0,734.3,0.8551,0.9487,13.454942314,0.5498,0.9898
Virginia,Augusta County,48181.0,9274.1,20861.1,16968.2,0.6679,0.1392,11.5,39.13337847,8.9,0.3044,7.9,0.5269,36.0,1232.4,0.0567,0.1946,8.7186306601,0.0767,0.2869
Texas,Bell County,41071.0,9279.3,25781.6,16960.0,0.0236,0.4344,21.4,57.983467788,15.1,0.8959,12.1,0.2964,280.0,574.7,0.8456,0.8051,12.623977442,0.7408,0.8405
Texas,Starr County,51161.0,9288.9,21376.4,17996.0,0.0408,0.9882,35.3,90.226120636,21.1,1.0,34.8,0.9997,14.0,782.0,0.9936,0.9828,12.477016023,0.9287,0.553
North Carolina,Hoke County,47155.0,9311.8,26967.3,26147.8,0.0121,0.8217,21.3,98.751519169,15.6,0.9274,13.9,0.6004,11.0,701.2,0.5801,0.901,15.991787385,0.8542,0.5129
Tennessee,Loudon County,54081.0,9314.1,20485.9,16022.9,0.9312,0.3061,16.7,54.534263439,11.2,0.4015,10.3,0.6189,28.0,762.6,0.6864,0.4876,9.0846422768,0.2821,0.3407
Indiana,Huntington County,41043.0,9338.6,32417.3,20877.3,0.3368,0.201,11.0,47.396345058,11.9,0.1254,7.8,0.2668,21.0,781.4,0.2203,0.1717,8.4411497308,0.1181,0.2512
Georgia,Dougherty County,24037.0,9355.7,29529.4,18781.1,0.185,0.9675,38.1,100.0,17.1,0.9745,16.5,0.7587,71.0,664.5,0.7249,0.9822,21.264947855,0.8271,0.9204
Maryland,Dorchester County,29019.0,9370.0,36816.1,20121.2,0.7249,0.5675,23.8,100.0,14.7,0.767,5.4,0.5552,14.0,692.8,0.1888,0.8232,14.286831404,0.9058,0.5228
Georgia,Jefferson County,22057.0,9376.4,25528.4,21224.3,0.432,0.9156,33.1,100.0,15.3,0.9182,14.8,0.95,5.0,875.9,0.7065,0.7232,13.671875,0.7924,0.9032
Georgia,Richmond County,13223.0,9425.6,37191.6,27310.5,0.1121,0.8847,38.7,91.071598969,15.5,0.9478,13.0,0.7275,224.0,1109.2,0.518,0.9436,18.833361955,0.7249,0.9261
Tennessee,Hickman County,8077.0,9440.8,30320.9,17962.1,0.3298,0.7083,20.0,55.837264151,15.2,0.3337,8.5,0.8577,5.0,758.2,0.2964,0.3981,7.4796553375,0.4078,0.561
Georgia,Sumter County,21093.0,9444.7,31167.4,23360.8,0.2811,0.9548,36.4,99.215246637,16.2,0.9322,11.9,0.8255,22.0,677.4,0.7065,0.9054,14.884110584,0.6578,0.979
West Virginia,Lincoln County,24045.0,9457.9,27079.5,19033.4,0.4893,0.921,26.3,61.835748792,16.8,0.0086,6.1,0.8166,9.0,668.9,0.4056,0.7092,10.412628081,0.5218,0.4823
Ohio,Morrow County,6055.0,9502.6,24482.9,19559.2,0.2983,0.201,13.2,41.206785484,11.6,0.0656,7.0,0.5715,6.0,879.3,0.5801,0.1946,6.6603832862,0.2531,0.3569
Virginia,Hampton City,37027.0,9575.2,21193.4,17081.3,0.1786,0.5675,20.7,58.670682526,10.6,0.936,8.1,0.2499,56.0,1255.7,0.5801,0.7583,17.568300391,0.3922,0.8061
Virginia,Hopewell City,22005.0,9593.9,27878.1,18692.0,0.2572,0.8217,29.4,98.715853374,15.8,0.8879,9.4,0.7924,9.0,898.1,0.8911,0.8541,21.371189612,0.972,0.6523
South Carolina,Orangeburg County,12107.0,9596.0,21445.1,20313.2,0.5352,0.9048,29.7,100.0,12.4,0.9554,11.2,0.624,39.0,606.9,0.4817,0.9121,15.383071261,0.7848,0.865
Kentucky,Boyle County,17179.0,9642.9,27197.0,22941.6,0.5113,0.4723,18.3,56.914238818,13.5,0.4588,4.6,0.539,20.0,998.8,0.155,0.3634,13.022910676,0.3346,0.4155
Arkansas,Scott County,36101.0,9669.5,25038.3,18764.1,0.6788,0.8541,27.1,74.120171674,18.6,0.4903,10.0,0.88,2.0,766.4,0.7953,0.9436,9.5997907403,0.9303,0.5731
Virginia,Danville City,30111.0,9724.1,32940.7,26922.4,0.695,0.8484,37.4,97.835420394,15.2,0.9137,9.7,0.7765,44.0,766.9,0.518,0.9054,16.010885588,0.9643,0.8841
Oklahoma,Cherokee County,42001.0,9726.6,20523.9,15191.6,0.2891,0.8178,25.6,75.975248857,17.2,0.8876,21.1,0.6472,28.0,831.2,0.8551,0.779,11.505507956,0.5778,0.9761
Montana,Garfield County,13313.0,9800.0,20745.9,22527.6,0.6679,0.0146,26.9,25.308641975,6.6,0.0003,11.5,0.0242,84.43614372109570,772.1,0.8198,0.0,11.466666667,0.0637,0.1054
Tennessee,Henderson County,35043.0,9838.0,32271.4,17396.3,0.4422,0.7624,18.9,59.128289474,15.8,0.4104,8.7,0.8039,6.0,684.7,0.518,0.815,8.6158755485,0.5683,0.4308
Kansas,Cherokee County,1103.0,9870.3,28985.7,19317.7,0.5352,0.428,19.6,57.95361528,14.7,0.3922,11.5,0.4231,5.0,731.1,0.2203,0.3634,8.1220285261,0.8335,0.219
Texas,Angelina County,5051.0,9874.4,20527.5,18984.9,0.2572,0.7178,25.1,73.401819783,17.3,0.7953,18.8,0.8064,54.0,791.1,0.9198,0.8232,10.365549985,0.9487,0.9452
Indiana,Decatur County,23001.0,9882.1,27015.1,18090.8,0.2891,0.3573,11.7,49.975490196,12.5,0.1324,5.9,0.2744,15.0,709.7,0.1888,0.3121,7.0504462943,0.5944,0.1706
Iowa,Cass County,22109.0,9904.5,31647.5,22815.8,0.8249,0.2854,13.9,44.37266236,10.8,0.0856,4.4,0.4756,8.0,839.0,0.0229,0.071,7.5157673441,0.4282,0.1799
Michigan,Delta County,23011.0,9952.8,30262.9,21544.9,0.8478,0.3962,15.4,51.475821645,14.8,0.2302,5.8,0.0755,27.0,735.5,0.2964,0.4691,9.2999225006,0.8214,0.4807
Louisiana,Assumption Parish,9015.0,9982.2,27505.7,21875.1,0.3451,0.6745,26.1,62.83886689,16.6,0.7373,8.4,0.9653,3.0,765.5,0.518,0.7726,9.0806330068,0.859,0.3935
Texas,Karnes County,45057.0,9987.4,22742.2,17549.3,0.1503,0.7322,22.9,66.381766382,13.1,0.9424,14.4,0.9331,4.0,691.4,0.9093,0.2924,8.0605102732,0.3009,0.9392
Louisiana,De Soto Parish,18035.0,10022.6,27001.4,24113.6,0.3763,0.9169,25.2,47.836635665,16.7,0.8157,9.5,0.7622,5.0,787.8,0.7249,0.9436,9.3663090981,0.9449,0.7128
Alabama,Franklin County,45085.0,10041.3,29766.1,23238.4,0.3098,0.7968,22.9,44.746580853,16.3,0.6049,11.7,0.928,14.0,838.2,0.809,0.6032,8.7974251439,0.6622,0.5275
Georgia,Ben Hill County,45077.0,10092.4,26226.2,19724.8,0.3098,0.979,32.7,82.64274062,18.7,0.8367,17.8,0.7529,9.0,671.3,0.0567,0.3634,15.108412836,0.9207,0.6253
Georgia,Cook County,37159.0,10093.4,31525.2,21781.7,0.2502,0.8984,29.8,74.76340694,16.3,0.7472,18.0,0.851,10.0,827.1,0.5498,0.449,14.801126364,0.8918,0.5158
Illinois,Calhoun County,37089.0,10099.7,24264.9,18822.3,0.8583,0.3643,11.9,37.478705281,12.0,0.0245,1.4,0.2964,1.0,658.3,0.2964,0.4303,7.3770491803,0.4998,0.2378
Kansas,Hodgeman County,55059.0,10108.0,37618.5,25947.1,0.8583,0.2854,8.3,43.356643357,11.0,0.3964,8.6,0.2964,3.0,817.9,0.518,0.1369,9.1412742382,0.1662,0.0576
Texas,Stonewall County,1121.0,10118.3,22385.2,22256.3,0.9554,0.3908,22.5,52.727272727,15.4,0.5969,14.0,0.3935,1.0,744.4,0.4817,0.0646,4.2553191489,0.6925,0.3629
Oklahoma,Adair County,38017.0,10122.6,43525.5,24760.9,0.2359,0.9666,31.3,87.172011662,20.2,0.9274,27.0,0.8405,6.0,762.0,0.9382,0.4691,11.72124022,0.9389,0.5571
Arkansas,Poinsett County,37127.0,10129.6,22665.0,15409.1,0.4422,0.8446,28.9,94.431731503,19.5,0.4206,11.3,0.8294,4.0,869.8,0.9156,0.5669,9.9774011299,0.9768,0.5785
Mississippi,Simpson County,41019.0,10153.0,29298.4,18322.3,0.3451,0.9169,31.3,85.0,16.9,0.788,14.1,0.9032,11.0,747.3,0.8828,0.8468,6.9409305907,0.8758,0.8437
Missouri,Howell County,42085.0,10166.8,29270.4,19433.5,0.6113,0.8567,24.7,58.320713444,18.8,0.1585,13.8,0.5339,37.0,810.6,0.5498,0.3299,12.814564881,0.9096,0.6909
Idaho,Lewis County,40017.0,10205.9,32423.9,23816.3,0.8988,0.4583,19.5,52.933151432,16.2,0.4919,15.1,0.4562,1.0,882.0,0.6313,0.5481,9.5724313976,0.8685,0.3709
Alabama,Calhoun County,42027.0,10260.1,30702.1,22690.2,0.3664,0.7322,16.7,59.959337787,17.2,0.6616,9.5,0.6988,70.0,828.5,0.4056,0.885,9.7395882298,0.8303,0.6492
Kentucky,Robertson County,47011.0,10291.6,27101.0,20891.8,0.8138,0.9481,23.6,63.392857143,17.8,0.0057,7.9,0.9032,84.43614372109570,836.6,0.0322,0.3299,13.358302122,0.262,0.2744
Texas,Ochiltree County,53015.0,10300.3,30737.6,16105.2,0.0191,0.3245,14.2,59.240849526,12.7,0.9102,21.1,0.9472,4.0,793.7,0.9602,0.5006,8.8308457711,0.0895,0.391
Illinois,Hardin County,49053.0,10301.5,28925.4,19882.9,0.7829,0.6111,27.8,60.652591171,14.2,0.1506,8.1,0.8064,4.0,679.2,0.1223,0.9908,3.2417195208,0.4129,0.4553
Texas,Carson County,4017.0,10313.2,24244.7,18989.0,0.4422,0.0357,10.7,33.164983165,12.2,0.4479,9.9,0.0898,84.43614372109570,705.9,0.0322,0.0646,3.3707865169,0.4209,0.0083
North Carolina,Martin County,17113.0,10332.2,32928.7,21597.2,0.8093,0.7131,32.3,98.838709677,15.6,0.8698,10.0,0.7313,9.0,1493.7,0.0981,0.9561,13.725273511,0.9258,0.1955
